id,10,20,30,40,50,60,80,90
0,59.40877704,1.999083261,32.00935961,6.369490322,0.21033254,0.002957224,0,0
1,56.1379327,26.94325826,10.35258002,4.490922205,1.598366305,0.474397903,0.002542612,0
2,39.85753573,39.49044516,15.80244896,2.731705917,0.382105411,1.734213173,0.001545645,0
3,67.90817413,3.666844857,19.02414418,2.448582579,5.260714558,1.529560244,0.074156843,0.087822602
4,42.29439837,3.518286975,21.36502596,1.950785224,22.95904006,3.853782756,0.6896484,3.369032267
5,45.31805177,14.63216972,38.59333902,1.083821697,0.259851876,0.112765908,0,
6,29.99017955,10.98482462,19.99925883,0.239026108,33.27095184,5.304526673,0.211232374,
7,47.73945665,11.7683505,37.61225269,0.434087792,0.875353712,1.570498653,0,
8,37.54662215,40.13845988,13.52480243,0.964673356,2.796025054,5.02904453,0.000372605,
9,46.71270806,10.44715318,29.07673212,10.39432227,3.184494446,0.167085707,0.017504217,
10,61.23031352,12.28705321,15.13357444,9.662688543,1.599976064,0.086394219,0,
11,71.96525703,10.33659154,17.663378,0.020813292,,0.013960135,0,
12,46.66249087,37.1677099,9.657273987,1.015378309,0.154370756,5.33771171,0.005064469,
13,33.75786652,52.65582524,11.80229667,1.448224028,0.005982852,0.329804697,0,
14,33.77427916,44.6923673,14.39100441,6.466332027,0.052404427,0.512814754,0.110797932,
15,38.41486622,1.643960137,41.6336877,3.105011695,11.45598924,3.60311425,0.082770751,0.060600014
16,55.1807283,36.81623148,6.167301918,1.356866328,0.076754304,0.375908883,0.026208787,0
17,16.57014236,45.0113462,33.98369902,3.58935743,0.12407353,0.71546348,0.005917981,0
18,60.15751346,5.202079503,19.97459699,1.742395711,6.680845093,2.603070516,2.179933096,1.459565638
19,15.57331914,1.624222535,22.75500663,0.268671168,18.34687776,1.26907399,40.16282877,0
20,59.54849087,3.544007804,22.8867392,2.699150302,3.630764877,7.658452671,0.032394272,0
21,22.12714391,0.257042297,9.938003797,0.335416417,63.69685966,0.38546005,3.260073866,0
22,29.5964854,16.4348529,47.15930554,5.863465345,0.225140146,0.720750669,0,0
23,40.06649318,52.98576335,4.754754376,1.288636398,0.011725192,0.892627502,0,0
24,29.05884702,48.91260534,20.51866446,1.047650979,0.05989806,0.401957423,0.000376717,0
25,1.783089164,79.37934735,16.4108684,0.961438983,0.384238753,1.081017355,0,0
26,1.431545432,25.84700792,21.51645032,0,1.173156992,2.103028819,47.92187117,0.006939342
27,8.248944016,0.345350985,40.70848697,47.75426035,1.199337662,1.705673569,0.037946446,0
28,1.036745257,46.83492906,39.31586956,8.06209846,2.177089144,2.572889036,0.000379482,0
29,45.65710409,38.61205762,13.78496002,0.974625987,0.07497123,0.896281052,0,0
30,34.95009472,60.96328883,3.960326957,0.032095673,0.000348866,0.093844957,0,0
31,37.46098202,2.266208756,25.39576706,6.84742202,24.90520215,2.38801189,0.73528864,0.00111746